segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-4594,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,12,1347,4.6,1999,27,85,0,0.55,56.3,Critical,193287,2023-05-30,Visual,43.544071,-116.135784
PIPE-4595,Sewer,Bogus Basin Rd,North End,Vitrified Clay,6,692,21.7,1930,96,6,7,0.72,49.8,High,63682,2022-11-15,CCTV,43.673485,-116.190073
PIPE-4596,Water,Overland Rd,Southeast,Ductile Iron,12,2251,4.4,1967,59,46,3,0.55,,Medium,678826,2024-12-14,Ultrasonic,43.585686,-116.2
PIPE-4597,Water,Myrtle St,Downtown,Cast Iron,16,2377,6.6,1963,63,22,4,0.78,,Medium,861685,2024-04-01,Visual,43.608268,-116.177656
PIPE-4598,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,4,2287,2.9,2009,17,74,0,0.6,54.6,Low,117321,2025-11-28,Visual,43.551991,-116.284544
PIPE-4599,Water,Parkcenter Blvd,East Bench,Ductile Iron,16,1500,6.9,1989,37,74,1,0.45,,High,419017,2023-03-26,Visual,43.619575,-116.175
PIPE-4600,Sewer,Fairview Ave,West Boise,PVC,42,2450,9.8,2017,9,85,0,0.5,70.2,Critical,1483369,2024-05-01,Smoke Test,43.613883,-116.271435
PIPE-4601,Water,9th St,Downtown,Ductile Iron,20,1568,6.7,1965,61,45,2,0.78,,Critical,554787,2025-08-13,Acoustic Leak Detection,43.626,-116.198142
PIPE-4602,Sewer,Broadway Ave,Downtown,Concrete,8,760,20.7,1964,62,60,0,0.78,63.5,Medium,284142,2024-08-24,Flow Monitoring,43.60042,-116.185105
PIPE-4603,Sewer,Amity Rd,Southwest,HDPE,6,726,9.3,2017,9,92,0,0.6,47.6,Medium,193352,2025-04-29,Manhole Inspection,43.551002,-116.236695
PIPE-4604,Water,Myrtle St,Downtown,Cast Iron,24,293,6.4,1945,81,13,9,0.78,,Critical,68793,2024-04-01,Pressure Test,43.607406,-116.210038
PIPE-4605,Water,Franklin Rd,West Boise,PVC,20,646,6.1,2016,10,94,0,0.5,,Critical,114037,2024-03-16,Pressure Test,43.608217,-116.307115
PIPE-4606,Stormwater,Fairview Ave,West Boise,HDPE,30,1684,4.5,2005,21,98,0,0.5,64.1,Critical,335334,2025-11-26,Dye Test,43.614008,-116.309726
PIPE-4607,Stormwater,Jefferson St,Downtown,Concrete,30,242,11.2,1945,81,56,0,0.78,93.7,Low,54270,2022-10-26,Visual,43.617725,-116.192052
PIPE-4608,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,8,1497,4.6,2001,25,84,0,0.5,49.9,Medium,166524,2023-05-02,Visual,43.642726,-116.31548
PIPE-4609,Water,Ustick Rd,West Boise,Ductile Iron,24,2406,4.5,2009,17,87,0,0.5,,High,812932,2024-09-10,Pressure Test,43.635259,-116.296658
PIPE-4610,Sewer,9th St,Downtown,Vitrified Clay,10,1156,20.7,1925,101,5,2,0.78,92.6,Medium,214832,2022-10-28,Flow Monitoring,43.626,-116.197415
PIPE-4611,Water,Overland Rd,Southwest,Ductile Iron,36,1871,4.9,1974,52,57,2,0.6,,Medium,1012747,2024-11-23,Visual,43.587556,-116.267553
PIPE-4612,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,4,1240,3.5,2012,14,92,0,0.55,57.6,Medium,130257,2024-06-29,Flow Monitoring,43.54,-116.167526
PIPE-4613,Sewer,Franklin Rd,West Boise,PVC,36,1266,5.3,2009,17,95,0,0.5,41.4,Critical,1046333,2023-08-16,CCTV,43.605815,-116.278132
PIPE-4614,Sewer,Shaw Mountain Rd,East Bench,Concrete,42,2474,21.6,1961,65,61,2,0.45,92.3,High,2310122,2025-01-26,Smoke Test,43.603444,-116.173679
PIPE-4615,Sewer,Orchard St,Southwest,Vitrified Clay,6,468,17.3,1974,52,32,4,0.6,71.9,Medium,178865,2024-02-04,CCTV,43.6,-116.230631
PIPE-4616,Water,Shaw Mountain Rd,East Bench,Ductile Iron,6,1966,5.9,1972,54,54,0,0.45,,Low,461531,2025-01-12,Acoustic Leak Detection,43.594728,-116.154547
PIPE-4617,Stormwater,Victory Rd,Southeast,Corrugated Metal,72,301,8.0,1967,59,22,5,0.55,49.7,High,173464,2025-03-24,Dye Test,43.571095,-116.2
PIPE-4618,Water,McMillan Rd,West Boise,PVC,36,425,6.7,2019,7,80,0,0.5,,Medium,129067,2025-11-30,Acoustic Leak Detection,43.64121,-116.29949
PIPE-4619,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,10,294,3.8,1995,31,92,0,0.6,46.1,Medium,29169,2023-09-29,Pressure Test,43.553665,-116.258646
PIPE-4620,Sewer,Cole Rd,West Boise,PVC,18,1071,5.6,2019,7,97,0,0.5,34.3,Medium,622103,2025-03-13,Flow Monitoring,43.618261,-116.25854
PIPE-4621,Water,8th St,Downtown,Cast Iron,24,1193,5.2,1955,71,10,6,0.78,,Critical,363887,2024-04-17,Acoustic Leak Detection,43.626,-116.199051
PIPE-4622,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,12,1936,4.2,2019,7,87,0,0.5,49.1,Medium,170828,2025-11-27,Flow Monitoring,43.654786,-116.344107
PIPE-4623,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,4,531,3.4,2002,24,85,0,0.5,54.3,Low,30199,2025-02-21,Valve Inspection,43.60654,-116.270082
PIPE-4624,Sewer,Ustick Rd,West Boise,PVC,42,1965,13.5,2011,15,98,0,0.5,38.9,Critical,1071305,2025-11-08,Manhole Inspection,43.633421,-116.268087
PIPE-4625,Sewer,9th St,Downtown,Concrete,24,1936,24.3,1940,86,36,1,0.78,79.6,High,584495,2023-11-07,Manhole Inspection,43.6,-116.20175
PIPE-4626,Sewer,Cole Rd,Southwest,Concrete,6,484,14.4,1985,41,71,1,0.6,44.2,Low,158789,2024-04-18,Smoke Test,43.575093,-116.258926
PIPE-4627,Water,Fairview Ave,Downtown,Cast Iron,6,1006,6.3,1926,100,5,12,0.78,,High,121619,2024-10-22,Pressure Test,43.61888,-116.22
PIPE-4628,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,6,2112,4.6,2008,18,93,0,0.5,17.5,Medium,113502,2025-06-11,Flow Monitoring,43.633312,-116.329537
PIPE-4629,Sewer,Eagle Rd,West Boise,PVC,36,1756,19.1,2003,23,85,0,0.5,47.6,High,631169,2022-10-09,Smoke Test,43.6,-116.354688
PIPE-4630,Sewer,Eastman St,North End,Concrete,18,1412,21.7,1958,68,37,1,0.72,73.7,Medium,727967,2024-08-02,Flow Monitoring,43.641557,-116.215726
PIPE-4631,Water,Bannock St,Downtown,Asbestos Cement,10,441,5.4,1952,74,19,4,0.78,,High,37742,2024-08-12,Visual,43.610423,-116.175
PIPE-4632,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,12,1737,4.2,2003,23,96,0,0.5,59.2,High,86975,2024-09-15,Visual,43.650932,-116.355622
PIPE-4633,Sewer,Broadway Ave,Downtown,Concrete,21,829,15.2,1965,61,70,0,0.78,59.7,High,494836,2025-09-25,Manhole Inspection,43.621183,-116.189819
PIPE-4634,Pressurized Irrigation,Eagle Rd,West Boise,PVC PR-SDR,6,1497,4.5,2010,16,86,0,0.5,79.3,Low,126988,2024-03-31,Valve Inspection,43.6,-116.352089
PIPE-4635,Sewer,Idaho St,Downtown,Vitrified Clay,30,763,5.1,1958,68,9,4,0.78,80.1,Medium,553222,2023-07-11,CCTV,43.614571,-116.22
PIPE-4636,Water,Orchard St,Southwest,PVC,4,311,4.7,1983,43,73,0,0.6,,Medium,31813,2023-06-04,Visual,43.6,-116.229118
PIPE-4637,Sewer,Cloverdale Rd,West Boise,PVC,36,2443,21.2,2006,20,90,0,0.5,41.2,Medium,1431431,2025-05-07,Manhole Inspection,43.645725,-116.336709
PIPE-4638,Sewer,Bogus Basin Rd,North End,Vitrified Clay,8,1225,9.6,1927,99,5,10,0.72,100.0,Low,453777,2024-06-12,Smoke Test,43.652147,-116.179649
PIPE-4639,Sewer,Capitol Blvd,Downtown,Concrete,6,1392,8.4,1959,67,54,0,0.78,77.7,Medium,433896,2024-09-08,Manhole Inspection,43.6,-116.203463
PIPE-4640,Sewer,Amity Rd,Southwest,PVC,8,2278,18.9,2005,21,92,0,0.6,25.8,Medium,269010,2023-03-07,Smoke Test,43.555821,-116.236729
PIPE-4641,Water,Parkcenter Blvd,East Bench,Cast Iron,36,2411,3.8,1960,66,14,4,0.45,,Medium,718634,2025-07-13,Visual,43.613271,-116.175
PIPE-4642,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,6,768,3.6,2003,23,93,0,0.5,62.6,Low,27540,2022-12-05,Pressure Test,43.640027,-116.277321
PIPE-4643,Sewer,Victory Rd,Southwest,Concrete,48,1602,10.4,1977,49,61,1,0.6,67.7,High,1272067,2022-11-01,Smoke Test,43.571146,-116.283774
PIPE-4644,Stormwater,Maple Grove Rd,Southwest,Concrete,12,1708,11.9,1974,52,78,2,0.6,68.0,Low,395201,2025-11-10,CCTV,43.546064,-116.277055
PIPE-4645,Sewer,Overland Rd,Southwest,PVC,36,1579,15.0,1990,36,99,0,0.6,49.1,High,1110559,2025-01-24,Smoke Test,43.590685,-116.245739
PIPE-4646,Stormwater,Hill Rd,North End,Concrete,12,1615,5.3,1946,80,40,2,0.72,100.0,High,400978,2024-05-23,Flow Monitoring,43.658466,-116.223711
PIPE-4647,Stormwater,Overland Rd,Southeast,Reinforced Concrete Box,18,381,9.0,1982,44,52,1,0.55,44.1,Low,92571,2025-01-04,CCTV,43.586606,-116.169803
PIPE-4648,Sewer,8th St,Downtown,Orangeburg,6,2288,17.9,1957,69,24,6,0.78,59.3,Medium,834018,2023-12-30,Flow Monitoring,43.626,-116.195356
PIPE-4649,Water,Harrison Blvd,North End,Cast Iron,4,1153,5.6,1963,63,25,8,0.72,,High,145191,2024-11-09,Ultrasonic,43.676796,-116.197035
PIPE-4650,Water,Overland Rd,Southeast,Cast Iron,4,2061,4.9,1959,67,23,5,0.55,,Low,433277,2024-08-08,Visual,43.590949,-116.171688
PIPE-4651,Sewer,Federal Way,East Bench,Ductile Iron,6,1707,12.0,1981,45,63,0,0.45,44.4,Medium,216552,2024-09-11,Flow Monitoring,43.59798,-116.137881
PIPE-4652,Pressurized Irrigation,Franklin Rd,West Boise,PVC C900,6,1548,4.8,2009,17,84,0,0.5,63.8,Low,141393,2023-10-26,Valve Inspection,43.608622,-116.293317
PIPE-4653,Sewer,Eastman St,North End,Concrete,36,1167,20.2,1952,74,47,0,0.72,90.7,Critical,337734,2023-02-24,Smoke Test,43.64377,-116.17
PIPE-4654,Sewer,Harrison Blvd,North End,Vitrified Clay,6,1433,5.2,1933,93,6,3,0.72,100.0,Low,499829,2025-03-04,CCTV,43.627233,-116.201269
PIPE-4655,Water,Cole Rd,Southwest,Asbestos Cement,24,921,4.0,1964,62,30,4,0.6,,Medium,411378,2023-10-09,Visual,43.554084,-116.257546
PIPE-4656,Water,Chinden Blvd,West Boise,HDPE,8,1578,4.2,2020,6,87,0,0.5,,Medium,471338,2023-06-28,Pressure Test,43.654072,-116.304298
PIPE-4657,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,4,212,2.9,2000,26,91,0,0.55,57.1,Low,16436,2023-02-02,Visual,43.550515,-116.168415
PIPE-4658,Stormwater,Broadway Ave,Southeast,Corrugated Metal,42,1377,11.1,1972,54,22,5,0.55,48.5,Medium,248463,2025-02-16,Flow Monitoring,43.574446,-116.185937
PIPE-4659,Pressurized Irrigation,Franklin Rd,West Boise,PVC PR-SDR,4,1173,3.1,2003,23,97,0,0.5,48.3,Low,114630,2024-03-09,Flow Monitoring,43.608382,-116.283463
PIPE-4660,Water,Idaho St,Downtown,Cast Iron,12,1421,4.1,1960,66,14,5,0.78,,High,254927,2023-01-18,Ultrasonic,43.611995,-116.216374
PIPE-4661,Sewer,Parkcenter Blvd,East Bench,Vitrified Clay,36,700,19.6,1972,54,36,2,0.45,87.6,High,439315,2025-06-11,CCTV,43.584281,-116.175
PIPE-4662,Water,Overland Rd,Southeast,PVC,16,222,5.4,1975,51,90,1,0.55,,Medium,48222,2025-10-02,Acoustic Leak Detection,43.589976,-116.179265
PIPE-4663,Sewer,Parkcenter Blvd,East Bench,Concrete,42,1944,18.3,1987,39,67,0,0.45,80.6,Critical,1445582,2024-08-03,Manhole Inspection,43.626,-116.175
PIPE-4664,Sewer,Jefferson St,Downtown,Vitrified Clay,15,2041,8.3,1956,70,18,4,0.78,78.3,Medium,583863,2023-03-06,Smoke Test,43.618867,-116.217349
PIPE-4665,Water,Fairview Ave,West Boise,PVC,8,341,4.6,2005,21,93,0,0.5,,Low,84654,2024-11-23,Pressure Test,43.614635,-116.332269
PIPE-4666,Sewer,Overland Rd,Southeast,Concrete,18,2283,5.6,1988,38,61,0,0.55,44.6,Medium,776030,2024-10-25,Smoke Test,43.589847,-116.2
PIPE-4667,Stormwater,Ten Mile Rd,West Boise,PVC,60,2364,3.5,1990,36,100,0,0.5,26.4,High,1141764,2025-06-19,Visual,43.636648,-116.313331
PIPE-4668,Sewer,Broadway Ave,Southeast,PVC,6,1696,21.3,1988,38,85,0,0.55,83.8,Low,278730,2024-05-17,Smoke Test,43.571695,-116.189816
PIPE-4669,Sewer,Cole Rd,West Boise,PVC,8,2180,17.3,1992,34,97,0,0.5,48.9,Low,806224,2022-11-19,Manhole Inspection,43.64242,-116.254496
PIPE-4670,Sewer,Front St,Downtown,Concrete,6,472,8.5,1953,73,44,0,0.78,82.6,Medium,86150,2025-04-20,CCTV,43.604438,-116.18897
PIPE-4671,Sewer,Eagle Rd,West Boise,PVC,10,332,7.3,2012,14,80,0,0.5,42.9,Low,150455,2025-09-03,Manhole Inspection,43.625775,-116.353132
PIPE-4672,Stormwater,Franklin Rd,West Boise,Concrete,12,758,3.4,2010,16,75,0,0.5,53.7,High,69036,2025-02-27,Dye Test,43.607856,-116.304935
PIPE-4673,Water,Front St,Downtown,Cast Iron,20,688,6.1,1933,93,5,9,0.78,,Medium,126132,2025-11-04,Acoustic Leak Detection,43.603776,-116.199878
PIPE-4674,Stormwater,Main St,Downtown,Concrete,60,1312,3.5,1928,98,50,2,0.78,56.2,Critical,734583,2022-10-25,Visual,43.617878,-116.175
PIPE-4675,Stormwater,Overland Rd,Southeast,Corrugated Metal,48,1774,10.1,1975,51,30,4,0.55,60.6,Critical,689163,2023-08-26,CCTV,43.590705,-116.2
PIPE-4676,Sewer,Gowen Rd,Southeast,PVC,21,1764,13.6,2001,25,96,0,0.55,20.3,Medium,345584,2023-05-06,Flow Monitoring,43.542358,-116.147804
PIPE-4677,Water,Curtis Rd,Southwest,Cast Iron,12,1717,6.4,1964,62,34,1,0.6,,Low,600108,2024-04-11,Pressure Test,43.581573,-116.223182
PIPE-4678,Water,Harrison Blvd,North End,Cast Iron,4,1617,4.7,1944,82,13,6,0.72,,High,186327,2024-08-03,Acoustic Leak Detection,43.68,-116.198287
PIPE-4679,Stormwater,Federal Way,East Bench,Concrete,48,402,14.3,1965,61,49,3,0.45,78.6,Medium,77705,2024-01-23,Visual,43.599562,-116.171434
PIPE-4680,Water,Capitol Blvd,Downtown,Asbestos Cement,36,262,4.5,1955,71,22,6,0.78,,High,126170,2022-12-30,Pressure Test,43.622632,-116.200107
PIPE-4681,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,12,1532,4.2,2021,5,100,0,0.6,49.3,Critical,186308,2023-03-20,Valve Inspection,43.554104,-116.303289
PIPE-4682,Stormwater,Chinden Blvd,West Boise,Concrete,36,1856,8.9,2006,20,86,1,0.5,63.5,Medium,495128,2022-10-06,Visual,43.651933,-116.337434
PIPE-4683,Sewer,Ustick Rd,West Boise,Concrete,12,423,15.0,1986,40,79,3,0.5,9.2,Medium,137978,2023-04-20,Smoke Test,43.632266,-116.275868
PIPE-4684,Pressurized Irrigation,Ustick Rd,West Boise,PVC PR-SDR,4,280,2.6,1993,33,88,0,0.5,42.1,Low,23347,2023-01-21,Flow Monitoring,43.632771,-116.286443
PIPE-4685,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,6,571,4.6,2009,17,78,0,0.5,71.6,Medium,67126,2023-04-20,Flow Monitoring,43.614462,-116.263319
PIPE-4686,Sewer,Harrison Blvd,North End,Vitrified Clay,12,1144,6.4,1963,63,26,3,0.72,68.2,Low,280572,2023-11-25,Manhole Inspection,43.666769,-116.200209
PIPE-4687,Sewer,Ustick Rd,West Boise,PVC,48,2077,23.2,1989,37,77,0,0.5,17.6,Medium,1652646,2024-06-06,CCTV,43.633301,-116.264084
PIPE-4688,Sewer,State St,West Boise,Ductile Iron,48,1059,6.1,1996,30,70,0,0.5,31.9,High,1072857,2022-10-21,Flow Monitoring,43.636705,-116.274091
PIPE-4689,Stormwater,Capitol Blvd,Downtown,Concrete,48,2166,6.8,1940,86,37,2,0.78,76.0,Medium,1086292,2024-12-14,CCTV,43.626,-116.199464
PIPE-4690,Sewer,Chinden Blvd,West Boise,PVC,42,2307,8.1,2014,12,88,0,0.5,35.6,Critical,1118799,2024-12-17,Smoke Test,43.653374,-116.277926
PIPE-4691,Water,Broadway Ave,Southeast,Asbestos Cement,30,1144,3.9,1973,53,34,3,0.55,,Critical,598142,2024-01-03,Pressure Test,43.562793,-116.190061
PIPE-4692,Sewer,Amity Rd,Southwest,Ductile Iron,10,839,17.5,2007,19,83,0,0.6,40.1,Medium,383880,2025-05-25,Manhole Inspection,43.55128,-116.236846
PIPE-4693,Stormwater,Front St,Downtown,Corrugated Metal,72,2175,9.7,1955,71,21,14,0.78,62.5,High,1393403,2025-09-08,CCTV,43.607721,-116.22
PIPE-4694,Stormwater,Boise Ave,East Bench,Corrugated Metal,60,610,7.8,1988,38,48,1,0.45,44.6,Medium,167329,2024-12-22,Dye Test,43.597608,-116.132681
PIPE-4695,Stormwater,Cole Rd,West Boise,Concrete,48,741,11.3,1985,41,70,3,0.5,41.6,High,203073,2025-08-26,Visual,43.648299,-116.255986
PIPE-4696,Water,Hill Rd,North End,Cast Iron,36,1187,5.5,1930,96,5,7,0.72,,High,312496,2025-06-19,Pressure Test,43.659656,-116.196489
PIPE-4697,Water,Fairview Ave,West Boise,Ductile Iron,10,1553,3.6,1995,31,75,0,0.5,,Low,428796,2023-03-05,Acoustic Leak Detection,43.616715,-116.277555
PIPE-4698,Sewer,Shaw Mountain Rd,East Bench,PVC,6,636,7.0,1975,51,82,0,0.45,57.6,Low,57949,2025-08-07,Flow Monitoring,43.596892,-116.138844
PIPE-4699,Stormwater,Eisenman Rd,Southeast,PVC,36,1009,11.9,2000,26,72,0,0.55,73.8,Medium,262060,2025-05-20,Visual,43.54,-116.168927
PIPE-4700,Stormwater,Cloverdale Rd,West Boise,PVC,42,1470,13.3,1996,30,88,1,0.5,51.7,Medium,382658,2024-06-30,Dye Test,43.6,-116.335595
PIPE-4701,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,2458,2.9,2019,7,96,0,0.5,48.3,Medium,200547,2025-06-23,Pressure Test,43.618625,-116.315634
PIPE-4702,Water,Boise Ave,East Bench,Asbestos Cement,24,692,3.5,1956,70,14,4,0.45,,High,198922,2025-09-27,Acoustic Leak Detection,43.59952,-116.166642
PIPE-4703,Stormwater,Eisenman Rd,Southeast,Reinforced Concrete Box,12,1552,12.9,2016,10,86,0,0.55,61.9,Medium,302843,2022-09-21,CCTV,43.54,-116.168578
PIPE-4704,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,1323,3.1,2009,17,79,0,0.5,54.8,High,82862,2023-01-27,Flow Monitoring,43.636443,-116.317353
PIPE-4705,Sewer,Jefferson St,Downtown,Orangeburg,24,1864,19.4,1963,63,18,6,0.78,78.2,High,615243,2023-04-24,Manhole Inspection,43.615843,-116.217304
PIPE-4706,Sewer,Myrtle St,Downtown,Vitrified Clay,6,1561,7.6,1944,82,5,9,0.78,86.6,Low,441797,2023-07-25,Smoke Test,43.606213,-116.205276
PIPE-4707,Water,Warm Springs Ave,East Bench,Asbestos Cement,20,557,4.0,1961,65,29,7,0.45,,Medium,65757,2025-01-30,Acoustic Leak Detection,43.607765,-116.175
PIPE-4708,Sewer,Cole Rd,Southwest,PVC,24,276,10.5,1976,50,81,0,0.6,64.6,Low,165518,2024-11-03,Flow Monitoring,43.553267,-116.255227
PIPE-4709,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,4,2194,3.6,1999,27,79,0,0.5,70.9,Medium,88914,2023-05-06,Visual,43.655,-116.327772
PIPE-4710,Sewer,Vista Ave,Southeast,PVC,24,1112,8.8,1981,45,73,0,0.55,24.7,Medium,572757,2024-07-08,Flow Monitoring,43.595,-116.2
PIPE-4711,Sewer,Franklin Rd,West Boise,PVC,48,1741,11.6,2006,20,89,0,0.5,50.8,High,902995,2025-01-26,Smoke Test,43.60414,-116.252936
PIPE-4712,Sewer,15th St,North End,Vitrified Clay,10,2441,13.5,1942,84,5,3,0.72,69.3,High,1010716,2024-09-02,Smoke Test,43.626,-116.207277
PIPE-4713,Pressurized Irrigation,Franklin Rd,West Boise,PVC C900,10,2392,4.8,2010,16,90,0,0.5,60.1,Low,232600,2024-07-23,Flow Monitoring,43.60696,-116.283135
PIPE-4714,Water,Cole Rd,Southwest,PVC,30,1728,4.0,1977,49,78,0,0.6,,High,765769,2023-11-15,Acoustic Leak Detection,43.58158,-116.253223
PIPE-4715,Sewer,Victory Rd,Southeast,Concrete,36,294,10.7,1984,42,61,0,0.55,73.7,Medium,115228,2025-03-19,Smoke Test,43.571196,-116.195856
PIPE-4716,Pressurized Irrigation,Chinden Blvd,West Boise,PVC PR-SDR,4,2009,4.3,2014,12,90,0,0.5,52.5,High,156808,2023-11-16,Visual,43.654896,-116.305553
PIPE-4717,Water,Idaho St,Downtown,Cast Iron,24,799,4.5,1946,80,5,6,0.78,,High,149961,2024-09-14,Acoustic Leak Detection,43.612731,-116.193074
PIPE-4718,Sewer,Victory Rd,Southeast,Concrete,6,1351,21.9,1955,71,49,2,0.55,61.6,Low,169883,2025-02-26,Manhole Inspection,43.569384,-116.2
PIPE-4719,Sewer,Cole Rd,Southwest,Orangeburg,12,288,5.5,1962,64,28,4,0.6,59.8,Low,103289,2025-11-04,Flow Monitoring,43.558431,-116.258977
PIPE-4720,Water,Eisenman Rd,Southeast,PVC,10,1501,3.4,2021,5,92,0,0.55,,High,146130,2024-03-01,Acoustic Leak Detection,43.54,-116.16994
PIPE-4721,Water,Milwaukee St,Southeast,Ductile Iron,10,2342,5.3,1986,40,71,0,0.55,,High,664862,2023-04-14,Acoustic Leak Detection,43.542278,-116.2
PIPE-4722,Sewer,Hill Rd,North End,Concrete,8,1103,19.6,1950,76,57,1,0.72,74.3,Low,433862,2024-11-27,Flow Monitoring,43.657898,-116.214541
PIPE-4723,Stormwater,Overland Rd,Southeast,Corrugated Metal,48,2235,4.6,1970,56,27,5,0.55,55.6,Medium,954185,2025-04-03,Dye Test,43.590527,-116.172306
PIPE-4724,Water,Orchard St,Southwest,Ductile Iron,36,1563,6.4,1972,54,71,2,0.6,,Medium,718001,2025-09-07,Pressure Test,43.590504,-116.229466
PIPE-4725,Stormwater,Parkcenter Blvd,East Bench,Concrete,36,1308,4.4,1984,42,73,1,0.45,49.7,Low,168589,2023-04-27,Visual,43.602029,-116.175
PIPE-4726,Stormwater,Cole Rd,Southwest,Concrete,36,1459,7.5,1956,70,51,1,0.6,31.8,Low,516219,2023-01-25,CCTV,43.56797,-116.257798
PIPE-4727,Sewer,State St,West Boise,PVC,12,2134,19.8,2018,8,95,0,0.5,16.5,Low,887338,2025-08-31,Flow Monitoring,43.638303,-116.304744
PIPE-4728,Sewer,Vista Ave,Southeast,Vitrified Clay,15,2225,8.1,1961,65,26,3,0.55,66.4,High,1011986,2022-12-27,Manhole Inspection,43.568555,-116.2
PIPE-4729,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,8,2150,3.0,2019,7,90,0,0.55,46.1,Low,137597,2025-02-01,Valve Inspection,43.54319,-116.186759
PIPE-4730,Water,Franklin Rd,West Boise,Ductile Iron,24,1387,4.2,1993,33,66,0,0.5,,Medium,168057,2023-03-21,Visual,43.609299,-116.326976
PIPE-4731,Sewer,Capitol Blvd,Downtown,Vitrified Clay,24,1685,8.8,1934,92,5,3,0.78,92.8,Low,256977,2024-06-04,Smoke Test,43.622366,-116.201019
PIPE-4732,Water,Overland Rd,Southeast,PVC,36,1954,5.0,1976,50,86,0,0.55,,Critical,917293,2024-07-08,Visual,43.589466,-116.169877
PIPE-4733,Water,Parkcenter Blvd,East Bench,Ductile Iron,8,1948,3.6,1983,43,62,2,0.45,,Medium,404919,2025-09-21,Pressure Test,43.603352,-116.175
PIPE-4734,Water,Warm Springs Ave,East Bench,Cast Iron,6,2492,5.4,1959,67,23,4,0.45,,Medium,537898,2025-02-21,Pressure Test,43.608065,-116.170428
PIPE-4735,Stormwater,Victory Rd,Southwest,Corrugated Metal,24,337,13.0,1968,58,16,5,0.6,71.1,Medium,31144,2023-06-24,Dye Test,43.571554,-116.295799
PIPE-4736,Water,Gowen Rd,Southeast,HDPE,24,359,3.4,2003,23,97,0,0.55,,High,137965,2023-11-25,Ultrasonic,43.541996,-116.143129
PIPE-4737,Sewer,Ten Mile Rd,West Boise,PVC,24,706,8.1,1988,38,94,0,0.5,37.1,Low,285435,2023-08-03,Manhole Inspection,43.6,-116.314524
PIPE-4738,Water,Fort St,North End,Cast Iron,6,2240,3.5,1948,78,5,4,0.72,,Critical,625162,2025-03-20,Acoustic Leak Detection,43.635482,-116.23
PIPE-4739,Sewer,Capitol Blvd,Downtown,Vitrified Clay,8,1568,15.4,1927,99,5,5,0.78,100.0,Critical,154850,2023-05-08,Flow Monitoring,43.619634,-116.198242
PIPE-4740,Water,Fort St,North End,Asbestos Cement,12,661,3.7,1950,76,12,8,0.72,,Medium,84228,2023-09-21,Acoustic Leak Detection,43.640793,-116.23
PIPE-4741,Sewer,Franklin Rd,West Boise,PVC,6,808,15.0,2020,6,100,0,0.5,22.6,Medium,99500,2025-07-12,Manhole Inspection,43.607157,-116.318097
PIPE-4742,Stormwater,Jefferson St,Downtown,Concrete,36,1186,14.9,1955,71,44,2,0.78,100.0,High,428207,2025-02-01,CCTV,43.6132,-116.175
PIPE-4743,Water,Warm Springs Ave,East Bench,Cast Iron,8,768,6.4,1929,97,5,3,0.45,,Medium,65735,2023-07-27,Ultrasonic,43.606981,-116.12783
PIPE-4744,Sewer,Hill Rd,North End,Vitrified Clay,15,1877,5.1,1930,96,5,6,0.72,87.9,Medium,501992,2024-10-21,Smoke Test,43.662709,-116.186895
PIPE-4745,Sewer,Myrtle St,Downtown,Vitrified Clay,8,642,10.0,1959,67,29,4,0.78,62.9,Critical,281722,2025-08-15,Flow Monitoring,43.608075,-116.175
PIPE-4746,Water,Cole Rd,Southwest,Ductile Iron,4,2500,6.7,1970,56,49,0,0.6,,Low,642946,2024-10-27,Pressure Test,43.6,-116.255288
PIPE-4747,Water,Cloverdale Rd,West Boise,PVC,12,700,3.4,2018,8,100,0,0.5,,Medium,140604,2023-09-06,Pressure Test,43.616619,-116.334778
PIPE-4748,Pressurized Irrigation,Eisenman Rd,Southeast,PVC PR-SDR,10,2238,2.8,2012,14,81,0,0.55,44.4,High,92880,2022-12-14,Flow Monitoring,43.54,-116.172855
